x y1 y2 y3
100 -1.1177015799594425 -1.3267586676450809 -1.4420063941546013
101 -1.122973202368294 -1.2930736242612528 -1.4448549086941473
102 -1.1640720845024926 -1.250857577972242 -1.5348535727588877
103 -1.1716082568851678 -1.319857777042885 -1.4275517548787335
104 -1.1650836742362487 -1.3434320414897134 -1.4659491463057899
105 -1.150837600942539 -1.3145782884707515 -1.4724389837770018
106 -1.1563927315062568 -1.336759359706306 -1.581591769046342
107 -1.1814574613343547 -1.3507470579520962 -1.5164652524871587
108 -1.1904129753154749 -1.4013405795307652 -1.5179245648481299
109 -1.1716640277836068 -1.3723725639986601 -1.486808631055124
110 -1.1582266486676163 -1.3108293462901834 -1.4172793825897716
111 -1.1874953472525034 -1.310403867146417 -1.550334763584482
112 -1.1217919455970875 -1.3905235540705623 -1.5199497391234362
113 -1.1960310456736865 -1.337456732663749 -1.450226720884305
114 -1.1539317855976479 -1.3840774081753913 -1.5108651159270723
115 -1.2023445500619292 -1.3641489481138889 -1.452644042788996
116 -1.1626137878165226 -1.3904379577658634 -1.6110866314781616
117 -1.1991527375092932 -1.3357645905150386 -1.4675901167749934
118 -1.1744609591254798 -1.3454252801946496 -1.6512397847474136
119 -1.1849288249208123 -1.381091950575622 -1.5325860688469837
120 -1.1665831584519435 -1.371345706303767 -1.5925300335943227
121 -1.1294380018678787 -1.3454775093319764 -1.6118474235246643
122 -1.1043311506123248 -1.3509048324565904 -1.5745206225027832
123 -1.1427805425082886 -1.4599342150225654 -1.5901429439166208
124 -1.1485858967365015 -1.3467096639228588 -1.67350262906682
125 -1.2203710755217558 -1.3987699214914502 -1.5913861448540643
126 -1.2245391803682963 -1.4269702293185196 -1.6593365616418059
127 -1.1569477777737127 -1.452202689210509 -1.5422091065025012
128 -1.2145727786822147 -1.5036619247026795 -1.6443197506967262
129 -1.113794556253295 -1.447953832597832 -1.5911300793666532
130 -1.2538473281777125 -1.480414609328404 -1.6371068659903354
131 -1.1891712695822192 -1.4293511336897013 -1.6325035844804683
132 -1.1414653141603441 -1.556737511122328 -1.5669349777593697
133 -1.1636626512437627 -1.5299773500477842 -1.6551725016656575
134 -1.193724693385883 -1.3968370487051005 -1.6863845201564274
135 -1.1916922773875223 -1.5124524675829178 -1.674119983613337
136 -1.203233771828523 -1.4839509340508985 -1.6567226314503074
137 -1.1942972492623694 -1.4070527188486828 -1.6969138415488079
138 -1.2125124999022674 -1.5159632510606713 -1.6876907974730595
139 -1.2433527960376554 -1.4474837378976555 -1.6833916117809844
140 -1.204884329282748 -1.4962560555223505 -1.7012011759104497
141 -1.1893965717661912 -1.656191392918217 -1.7565377654756062
142 -1.1979253543103043 -1.5764780123087518 -1.749497279683731
143 -1.2967553849790652 -1.4830017943308884 -1.567127951365782
144 -1.1771600956052026 -1.5535329795208024 -1.7643211035105004
145 -1.1897956358516126 -1.491355523972292 -1.7181201909317105
146 -1.2254972887797277 -1.3956947312145347 -1.7208240059156121
147 -1.1976824309337906 -1.5734200243830765 -1.6518591921659893
148 -1.2023280041580666 -1.579183332842815 -1.6597471229836511
149 -1.2377131566381008 -1.5760773506906471 -1.7846717998275814
150 -1.189706242819029 -1.5692623579464395 -1.7590698235730897
151 -1.160832706763026 -1.6102351721121495 -1.7355367159439823
152 -1.2292819342031092 -1.5528793337941256 -1.7890510228098955
153 -1.2582627631454018 -1.6009591360996134 -1.7568338613732526
154 -1.1798205817838499 -1.5620007022292128 -1.8011505944327961
155 -1.1939555757992437 -1.5801793138012743 -1.7682303905446255
156 -1.2154130584950953 -1.5730905816542502 -1.9029540568990977
157 -1.1886829862506127 -1.587979398589627 -1.8836370708975192
158 -1.186901594809418 -1.6359444533330412 -1.8613378739997597
159 -1.2028649167559395 -1.566376231211855 -1.8402801845955785
160 -1.1855781853139167 -1.5789622214509156 -1.7625949177887767
161 -1.1971271751188444 -1.6162534263789483 -1.8302048316276571
162 -1.2279451366211795 -1.6279796218534652 -1.8724297849154048
163 -1.1896614013008675 -1.5466697535652327 -1.849043305640292
164 -1.2341134996655065 -1.6727384245845132 -2.09778346692552
165 -1.2475511739429246 -1.6224415332602282 -1.9089877037101828
166 -1.2784352806212054 -1.6557951844893966 -1.9394390812284181
167 -1.2588469581357085 -1.7107576832228872 -1.7918703813547108
168 -1.2141411840138976 -1.5549833635095474 -1.9385951883011059
169 -1.1910436131480648 -1.576774401935539 -1.828141351716561
170 -1.2101641092636466 -1.680345030727467 -1.9257300011767366
171 -1.2678585002735598 -1.658519234057813 -2.0538595367250294
172 -1.175093804592989 -1.686238675982739 -1.8419676227940465
173 -1.2310410410535224 -1.584977869575836 -1.9388597460094386
174 -1.186213790014 -1.6864118034000042 -1.9768745838932953
175 -1.2512613265343528 -1.644334775267942 -1.865455417920322
176 -1.1756620001053038 -1.810509812013219 -2.203465697581158
177 -1.2373406070963502 -1.6177458442260793 -2.0829628051989744
178 -1.29667828631893 -1.7565714097097578 -1.8291396069633803
179 -1.2367335603183873 -1.7056706742616536 -1.8685003716783652
180 -1.2563725703924638 -1.7517844343463334 -1.9776931613897697
181 -1.1357509813691369 -1.7535513912601495 -1.8806930768761216
182 -1.1862746484953555 -1.7610084452273604 -2.023002111059262
183 -1.293110167913369 -1.842014404298301 -2.030939988282795
184 -1.1445168133053258 -1.6703398487159202 -2.024639475261571
185 -1.1757553395828793 -1.738891565788742 -2.0514977849181477
186 -1.193562746272884 -1.7995838914425244 -2.0025660274342756
187 -1.2060798767179044 -1.641490820061947 -2.0145248198021815
188 -1.1685741331387247 -1.688292801119821 -2.236541392261549
189 -1.2423869263418854 -2.0383374496403888 -2.207243883283415
190 -1.1633584172358202 -1.5803284428303852 -2.1120527322964064
191 -1.1614868533482723 -1.6324246744838278 -2.0907080238792446
192 -1.19617289940909 -1.7051840338038806 -2.0871225934263933
193 -1.2272128011028802 -1.8992625857793541 -2.044269564736894
194 -1.268497867629259 -1.9122995516758763 -1.8809047972667097
195 -1.1735881685794598 -1.954068744784493 -1.9509510397564291
196 -1.227486787988512 -1.8843701026409474 -2.0610930231297355
197 -1.1939600906907415 -1.7352411905026972 -2.1744135114444925
198 -1.2273354238435452 -1.8827423064411537 -2.033755658724477
199 -1.3094027961126353 -1.8345984754799554 -2.1519058590045255
200 -1.1449897827996 -1.8976497174098161 -2.077119843443956
201 -1.235261448073568 -1.9616125151963457 -1.9464838720528843
202 -1.1858157419256135 -1.9026611323976903 -2.042192791639671
203 -1.2878421703251406 -1.86491075356032 -2.1065848817969375
204 -1.2121927340023464 -2.0949114577574375 -2.243653970931817
205 -1.2211032916692381 -1.8718317681546455 -2.0738593840839954
206 -1.2398560245609618 -1.7463284075495613 -2.0085277142868385
207 -1.2466253009250585 -1.9318902359781644 -2.045137166257516
208 -1.2959786732397864 -1.902871988017053 -2.0300251576703507
209 -1.228481454206734 -2.0535413806502856 -2.0787709353548443
210 -1.204040324096753 -1.8456133262025012 -2.0675511580286776
211 -1.3016187444857117 -1.9242201471583953 -2.0457597637626836
212 -1.2327307620986352 -1.8788050066369144 -2.007304474460351
213 -1.2925380338682089 -1.8685786758848588 -2.346803256253099
214 -1.3304741632680739 -1.957995718257072 -2.124582991929256
215 -1.211171742138526 -1.8969070763645368 -2.005860634865165
216 -1.1999885215630937 -1.8788689503718323 -1.9497717734563267
217 -1.2652474971669285 -2.0621446241200836 -2.4140395191164528
218 -1.2784755249843134 -1.9475637878232273 -2.4242220379671537
219 -1.3213621160774087 -2.1046254598370764 -2.0376368198435046
220 -1.2706080089954195 -1.9293095782672436 -2.3562314598782312
221 -1.293117255945737 -1.9033142764226563 -2.087254629800669
222 -1.2659980906537212 -2.0056270438254855 -2.2948678976123134
223 -1.3984190859920775 -2.106132862364032 -2.4289031617292394
224 -1.2509980648539223 -1.9882255073678143 -2.1589241918611974
225 -1.1900857373138025 -2.164842568595757 -2.13336054024988
226 -1.2071492494234457 -1.9029282142962682 -2.0045514267322466
227 -1.2250376449545586 -2.0394691775448686 -2.222305392629333
228 -1.179260852214428 -2.5001165182204885 -2.4008541907847976
229 -1.2247154679676122 -2.1152029572666318 -2.1122847144947854
230 -1.2202598059533112 -1.9787146137356548 -2.325056470611005
231 -1.2642384491729188 -2.0382880344755763 -2.392955259113937
232 -1.244479477172641 -2.0884570525155324 -2.30818404511975
233 -1.2967090496307605 -2.204316830544059 -2.292711150748331
234 -1.2454209860764165 -2.0973101426421117 -2.3636086976231834
235 -1.288412186636299 -1.9655447334454887 -2.2918455091691463
236 -1.2307432821750377 -2.0121760061305682 -2.2241539870651237
237 -1.1912688766951376 -1.892658089373806 -2.4608251954479465
238 -1.2304506044319956 -2.020859389985763 -2.201393866392478
239 -1.2331782438580934 -2.2282261701678023 -2.205725741629318
240 -1.222638466003322 -2.01535757623737 -2.526065189596567
241 -1.2179727716393978 -2.0161502935198827 -3.007940568895227
242 -1.1237581667223295 -2.5055488195605724 -2.2239692279812266
243 -1.3808619789143473 -1.9784104396567925 -2.4142652661204362
244 -1.218528691083434 -1.970938625859892 -2.070287370347865
245 -1.1792912997959006 -2.328265213974512 -2.228191625819964
246 -1.2261609047696576 -2.009987306334275 -2.6563039353705493
247 -1.2896410744143518 -2.095219668926207 -2.904160472095767
248 -1.1609387470281634 -2.4544626422482874 -3.311328981236834
249 -1.2592856766131495 -2.1124898127107943 -2.108633225101098
250 -1.2830499424022448 -1.9121453263546484 -2.381551642400396
251 -1.1972663861066934 -1.9106679022192696 -2.4641545117332333
252 -1.1921352573960347 -2.1328104277054485 -2.6833892205078125
253 -1.2464804586033886 -2.041004736838119 -3.8144995954875487
254 -1.1869142329690427 -2.264017602459591 -2.489261642489068
255 -1.3041791590556964 -2.160295727949517 -2.4201309017719996
256 -1.294199623692133 -2.222908249900953 -2.241683149542358
257 -1.2575634514349587 -2.0795290107797775 -2.2518291795201537
258 -1.2868193782079087 -2.097925788001018 -2.4950386610860806
259 -1.2726481062818542 -1.9564918428519655 -2.435119647157188
260 -1.2860484899760636 -1.9704486211546592 -2.4898357232340533
261 -1.3194982413699494 -2.213353549298634 -2.406351685309544
262 -1.2866186654853315 -2.4499109757185016 -2.8858595853955533
263 -1.2894559845232283 -2.0327191927422894 -2.320069352413537
264 -1.2997150264978878 -2.315814743094309 -2.4872211649668046
265 -1.251310164414303 -2.0202271505561344 -2.8667398171645893
266 -1.2661791058636276 -2.4438764899810077 -2.256440270401024
267 -1.2139094573558697 -2.0555641214717006 -2.749260237466355
268 -1.2838780869287651 -2.062250911133294 -2.339630046291588
269 -1.276021588394804 -2.177287582389099 -2.40068739850272
270 -1.264830068042369 -2.3613119607853106 -2.41372204420678
271 -1.2948302734475179 -2.221521841734027 -2.5108403186947226
272 -1.2321099517295466 -2.3597466064509818 -2.432658099853444
273 -1.4168524957993058 -2.5846238612682497 -3.124970095442283
274 -1.2801167658464199 -2.2298872126127316 -2.2268392888409774
275 -1.3038709644078914 -2.259778340357929 -2.5924580182607992
276 -1.2191123179404033 -2.300311153228782 -2.50956331324276
277 -1.3059509695757259 -2.398283793977718 -2.3554132477825713
278 -1.3091331451815882 -2.2081042564056634 -2.718015857070337
279 -1.3417778376281806 -2.2341348328483357 -2.774397217248919
280 -1.2590427249630018 -2.54551758117698 -2.3257103911819357
281 -1.2389693170043548 -2.290328846706261 -2.246274387758073
282 -1.2995669201594366 -2.2079875844072854 -2.51570102835407
283 -1.3372211666302403 -2.5587528288236308 -2.4118159861903763
284 -1.197894020518806 -2.3804521454590493 -3.477748478296838
285 -1.1908526551099974 -2.268769371729403 -2.4756239867452363
286 -1.2697977658897441 -2.394150310247036 -3.1185616272499517
287 -1.2853217673352166 -2.0734193007068566 -2.6115293858529043
288 -1.2507719138237772 -2.2787330602350084 -2.258320141157652
289 -1.2957336990542863 -2.4543548998500477 -2.50339907922641
290 -1.2054229633918088 -2.9722873214590977 -2.4263210195571787
291 -1.3052317354704355 -2.287903143738539 -3.589178418474169
292 -1.2736804082219872 -3.3836840213755806 -2.484996789291897
293 -1.285912605698148 -2.2787090444770004 -2.3772976698723256
294 -1.3345697780421335 -2.351380018075875 -2.492680710781795
295 -1.3258554224480428 -2.3457085825463464 -2.4795823583742282
296 -1.2078206649421002 -3.51412772071945 -3.029886966626614
297 -1.264086435039627 -2.365740508867403 -2.7973254880487737
298 -1.2678429781643061 -2.640727294613775 -2.3704626809067
299 -1.2512391226374988 -2.3633443487034818 -3.009313303646236
300 -1.2999855114613406 -2.552350079640878 -2.8538411187583392
301 -1.2764908064495142 -2.6376128058563664 -2.776688897592786
302 -1.2633993729569095 -2.2224199624610765 -3.030457808397495
303 -1.223698692652384 -2.340876458543466 -4.230083565193272
304 -1.2218287641075412 -2.2191638146680606 -2.6867756234136526
305 -1.2976304046374614 -2.5795845103185484 -2.400698468720765
306 -1.2385095493057752 -2.295341901743389 -3.0157897785955687
307 -1.1877447004579509 -2.624666075211874 -2.5346536202882795
308 -1.269813011694444 -2.597923216996555 -2.7011692974062496
309 -1.2326705758977499 -2.393633916099695 -2.8870736073378587
310 -1.2964744707304008 -2.763906121215827 -2.4755171464574395
311 -1.2914770519280605 -2.5135848358713457 -2.9103278136871884
312 -1.1979008429351008 -3.195976505312703 -2.3231334954679075
313 -1.2378093505068528 -1.9794470421354675 -2.349191109331331
314 -1.251044327881945 -2.3898148938039756 -2.6163149064118527
315 -1.151179759276622 -3.6843591149096944 -2.774726763688348
316 -1.2503711807178366 -2.4139927541109065 -3.2637379055583398
317 -1.25412835627892 -2.204297182794079 -3.5232271147660112
318 -1.3460448970643113 -2.220135434049858 -2.307208406114139
319 -1.2536396835801527 -2.0592467028325614 -2.765996404356149
320 -1.2334451738214347 -2.254229336669446 -3.045053526873333
321 -1.1769166865383536 -2.4332195264728385 -2.579448494362608
322 -1.3218269850794082 -2.4803609878853505 -2.880655831230307
323 -1.2168597055353023 -2.2655678086608613 -2.431233130495867
324 -1.2688556435557192 -2.4042767449398794 -2.6564634174058477
325 -1.1928129089978712 -2.788537284229389 -2.814229741328995
326 -1.3549874939916842 -2.4007831769905907 -2.4533667574230678
327 -1.2584849762998018 -2.984318683056613 -3.6738284077841246
328 -1.3008747938752427 -2.3256933964812316 -2.6822344961778244
329 -1.3324340482354813 -2.5027340786819194 -2.456307016847288
330 -1.1942209799608878 -2.012915389881729 -2.901246408577691
331 -1.374072981964949 -2.621148467072463 -3.7005601205292002
332 -1.230752855720309 -2.707197611834774 -2.632568415572962
333 -1.3503489543729956 -3.555325134232312 -2.584739395469836
334 -1.186242472368615 -2.841666716000894 -2.5366172290121813
335 -1.3339364029446519 -2.224191360823806 -3.0086037665919245
336 -1.2351136774317997 -3.000612861042657 -2.6905153688813463
337 -1.2480761389590695 -3.0905068989942968 -2.627023232215916
338 -1.3223563776716296 -2.339849483662694 -3.178387611538087
339 -1.3517702515351715 -2.4512748471021055 -2.6339930958302213
340 -1.376801048925971 -2.974029054421379 -2.2889050037083
341 -1.3246271627759378 -2.3390458200550324 -2.795902102628338
342 -1.1832443113780353 -3.022681238715797 -2.781626594142532
343 -1.1860872557824407 -2.2159416682459416 -2.5397000265250855
344 -1.2637300301567322 -2.827542161435384 -3.282829410497625
345 -1.392630059775454 -2.7665623826559136 -2.5120279602198727
346 -1.3327379562479387 -2.7454369528453975 -2.6965466872489867
347 -1.2757076811889412 -2.099265349524937 -4.054192317259404
348 -1.455970148558552 -2.477247868557341 -3.4192163009831624
349 -1.2195695507129998 -2.308767483316169 -2.9276224447507624
350 -1.3443828061719008 -2.383461166915787 -3.1695727481921026
351 -1.2347020700089124 -2.5155494105607894 -2.6953680699616234
352 -1.2678945291511128 -2.157496182471552 -2.45789006103068
353 -1.2593239173437227 -4.258982288884869 -3.1137093671042786
354 -1.1704535223275847 -2.311845993077935 -3.160281639909526
355 -1.321739053819228 -3.7666465301092193 -2.7780181290365427
356 -1.286395690207988 -2.8077479593698094 -4.435667435267942
357 -1.3761194813861406 -2.639327811568232 -2.834034296302597
358 -1.2859851310334798 -2.5238466705223037 -3.3747817916710687
359 -1.2903837234906548 -2.27796436793153 -2.59760986934848
360 -1.3346556208881042 -2.3811821464381393 -3.5365305533696647
361 -1.3386903427226964 -2.8111080940428277 -2.9817388281905024
362 -1.307555610807056 -2.6600202604600343 -3.076015302570675
363 -1.3051701967110607 -3.5535770501058197 -2.864658795078788
364 -1.3032722163738175 -2.2202959667420057 -5.611712309224595
365 -1.5147285148586944 -3.9029876118205906 -2.6365430927031204
366 -1.2463775685112828 -2.973297800545945 -2.537494872715802
367 -1.1713609587232587 -2.0969135475963845 -2.4952051564481623
368 -1.2693118855204977 -1.9700417899840166 -2.9147419497471514
369 -1.2417205683166381 -4.232164301498408 -3.0013777285484022
370 -1.3282354299406751 -4.218429828317622 -2.589820124223235
371 -1.1196727867241592 -2.3830973627183356 -3.267414658477365
372 -1.2291583969094106 -2.2718075183089494 -2.6521368296378047
373 -1.3105346730462661 -2.877090432229348 -2.8796298317787703
374 -1.3054394227038864 -2.567391575636584 -3.967448739052942
375 -1.2088906802063157 -3.536535973322404 -2.9249067219860176
376 -1.284132131755821 -2.6584474883625 -2.9640529324084417
377 -1.261563360819461 -2.448375690466773 -2.9480591989741276
378 -1.261357212293759 -2.324616309393587 -3.865506910247077
379 -1.2006819598553742 -2.088905665461721 -2.5123079601682443
380 -1.3773968618688968 -2.1238549364673656 -2.6510543211058875
381 -1.2216153609465248 -3.3705053143105683 -2.7363371022914817
382 -1.4416187978755688 -2.983072451518913 -2.6641686809848424
383 -1.2899766405995796 -3.109985120320774 -2.6585706663540574
384 -1.3037473714572818 -3.7913846811853773 -2.6183504585575466
385 -1.3041058748594414 -2.365443991852619 -2.7566573237390073
386 -1.3270038438509235 -2.311700985557438 -2.3864111045873475
387 -1.2608470449187283 -2.4646728942929665 -2.603548012051966
388 -1.2381887593092007 -2.8848427658751463 -3.4194771986065464
389 -1.2544359493628408 -2.3024099555192348 -3.1598678167155603
390 -1.2654897544072556 -3.5578087023306657 -3.6298763273034265
391 -1.255925321127753 -2.3758594325978204 -2.958446691532095
392 -1.271233725792923 -2.8328503363666084 -2.852645571447895
393 -1.2882449207048263 -2.456904711495778 -3.610856854137711
394 -1.2435969878146214 -3.103959342736865 -3.1594567737108914
395 -1.2638600326802258 -2.5157023044257136 -2.934194503115475
396 -1.235619251979232 -2.556545433937708 -3.6201331263102703
397 -1.2780283474589105 -3.227009717659216 -2.7703052460326556
398 -1.2794393672175903 -2.267867341344285 -3.1344378991718482
399 -1.2160805810567823 -2.8782588073195603 -2.6963815196583654
400 -1.2723013702784454 -2.773751610034127 -3.1707029019737045
401 -1.253415487400432 -3.191826912304232 -3.729478179019893
402 -1.2524094433312412 -2.782243016485274 -2.812478531724704
403 -1.340227391470805 -2.796354291439945 -3.1866826902132415
404 -1.3062796908117942 -2.4407702402384834 -2.5033795467855215
405 -1.3494047477061222 -4.221655676776347 -2.5884542518978435
406 -1.3543767388310104 -2.538682754387838 -3.118700322016577
407 -1.3217337873043733 -3.1262542390089254 -3.2795103808360113
408 -1.2898316087683788 -3.0173790049795413 -3.5189947280316582
409 -1.3634324547368557 -2.87483268502772 -2.645593729050769
410 -1.4216291861554684 -2.9332182718854964 -2.775871225260466
411 -1.2473661126940574 -2.777793536097114 -2.3974505320464456
412 -1.3303560351576547 -2.9695978848578686 -3.5460774875328185
413 -1.3028802855130595 -3.3068382595558954 -3.1394419109177827
414 -1.2817821165953378 -2.4592373271869974 -3.5316155750576685
415 -1.2981959444333067 -3.0848176293554115 -2.780516057976851
416 -1.2872009565973201 -2.319650665976958 -3.242046732827406
417 -1.2606208202016658 -2.7339427732067922 -2.562758766898578
418 -1.2823521263908302 -2.0857740675817875 -2.2260978485526106
419 -1.2194344919672855 -3.1064364971675413 -3.2961590789160544
420 -1.2148410643892538 -2.6790849999684716 -2.5728750062754315
421 -1.179624455959189 -3.3307715108687854 -3.136651769541889
422 -1.281470544409535 -2.999455850883511 -2.9070283761125806
423 -1.3755973784697475 -2.1078543303924553 -2.5750645244817263
424 -1.2906327447959374 -2.546396934336365 -2.712249117860569
425 -1.3445517042994406 -2.5600842416796477 -2.7531531440183405
426 -1.31870067989688 -3.4747368122119515 -2.9888755899575683
427 -1.2910652223712094 -2.4480062717405473 -3.1419987900614474
428 -1.269210611092533 -3.469146053761244 -4.032751461583315
429 -1.3631395778198463 -2.97032791117031 -3.5192429060852213
430 -1.327807606540942 -3.8116594972811373 -2.24277651590936
431 -1.375081878606015 -2.7340454882594605 -3.39843009141492
432 -1.1887750346036854 -2.455780565976187 -5.386095134066768
433 -1.3773012182066835 -2.9236865581557128 -3.30930152849903
434 -1.2602972735168996 -2.8544549560711125 -3.1598576088814254
435 -1.2754304371550058 -2.385006539740339 -2.900739230662911
436 -1.3919443842529167 -2.533851170711181 -2.6524906943929913
437 -1.3126587466413056 -2.5797349448490428 -2.7519227187694653
438 -1.3173030967188455 -2.3272544870016127 -4.06129690944408
439 -1.4138794990017656 -3.8956165685686797 -2.8748335541247463
440 -1.323407115742289 -2.525018443583111 -2.930004147988212
441 -1.4148059511073952 -2.4651238591987594 -2.8882805286031834
442 -1.3392624218226037 -2.4098816770358127 -2.8570109904587393
443 -1.3347642637847659 -2.3398921070446392 -4.360666002379966
444 -1.246408128114708 -3.394320196431076 -3.230158415153709
445 -1.4176992985887846 -2.241758301187374 -2.7445702345373997
446 -1.2128149969426372 -2.54091149769936 -2.2909978473863757
447 -1.3607140310578385 -2.9843982915365297 -2.7832300084863686
