x y12 y16 y24 y32
126 -0.026454738500592736 -0.0265284816099847 -0.026438807637986863 -0.026132664373081482
127 -0.026497670799931657 -0.02649071538573893 -0.026408658794159743 -0.026162061456384757
128 -0.026398233562154202 -0.026490541391415046 -0.026361318993654004 -0.026074524394510273
129 -0.026386093673380007 -0.026543111357055907 -0.026445829090437318 -0.02609733987951366
130 -0.026527331135718365 -0.02652779215454157 -0.02648180278047028 -0.026149075226666454
131 -0.026437722082721667 -0.02653776671227065 -0.02643527677116326 -0.02609060430236747
132 -0.02650618397286544 -0.026561758543988036 -0.026400789659635524 -0.026091908176214287
133 -0.026473564565790024 -0.026538193966525216 -0.02639313315492558 -0.02610214630806757
134 -0.026430635366306316 -0.02653538139019356 -0.026479576390346617 -0.026117868578491563
135 -0.026403123311030483 -0.026504437913433668 -0.02645680345054481 -0.026119923106232
136 -0.02647720041816469 -0.026532879903774564 -0.026408502124339886 -0.026156754623497227
137 -0.02642674450941766 -0.026537102289713545 -0.026464428009941223 -0.02615548049566471
138 -0.026496954190067493 -0.02656180528293263 -0.026435456006656675 -0.02619094649630406
139 -0.026415805255072516 -0.026517218421542893 -0.026385083819823504 -0.026196528964963713
140 -0.02648873531133529 -0.02653936152591444 -0.026434433442320077 -0.026195803604148173
141 -0.026471500878344364 -0.026571680782185948 -0.02646792140200327 -0.026201269978313582
142 -0.026429309441916658 -0.02650321442382858 -0.026497657123572667 -0.026179780747051525
143 -0.026451116548905005 -0.026498564478056704 -0.026441145694252544 -0.02620163933760469
144 -0.026484751252093444 -0.02650094234707251 -0.026482810403917693 -0.026212924998528387
145 -0.02653778706401359 -0.026583515922890866 -0.02645446557233165 -0.026214828659552682
146 -0.026489505426920003 -0.02655115810903016 -0.02649556310265146 -0.026278080913569403
147 -0.026561898238649604 -0.02652547818404868 -0.02643939188306613 -0.026243889514675035
148 -0.026523753551901025 -0.02654307869025252 -0.02644779122579016 -0.026300457885673607
149 -0.026441563077333904 -0.026544420045608155 -0.026432612248107182 -0.026238486834842575
150 -0.026641420452869675 -0.026530437761994596 -0.026463606630276953 -0.02626497458161189
151 -0.026516800444242226 -0.026556201777587725 -0.0264805136349416 -0.02621207917472281
152 -0.026521311187779215 -0.026552451954813906 -0.02649590776434689 -0.026250150127418687
153 -0.02658433737754352 -0.026553416041270296 -0.026520744708088916 -0.026235368990269625
154 -0.026491963586732593 -0.026556648682521136 -0.026538731888749483 -0.026245221938401522
155 -0.026544351613303582 -0.0265187158034027 -0.026522688859559756 -0.02630695386457911
156 -0.02649206896303771 -0.026563424696323452 -0.026528031725337783 -0.02627314718834687
157 -0.026552155910379245 -0.026528987750970873 -0.026478087487732678 -0.02629514207698107
158 -0.026514213790356553 -0.026545210969467423 -0.0264767826986892 -0.02625057126294608
159 -0.026525989064143482 -0.026510531961919284 -0.026457431673124573 -0.0262400335007207
160 -0.02653360531749325 -0.026575637996050797 -0.02647852668894949 -0.026256313836959245
161 -0.026589971242724827 -0.02655403240726323 -0.026446705836286617 -0.02616260027160668
162 -0.02660911418014211 -0.026538547178596 -0.02648030838033477 -0.026457218330429907
163 -0.026595767220014825 -0.026580252763141788 -0.026462439741355124 -0.026456658208186514
164 -0.026537089396268688 -0.026517749430772036 -0.026411781721491 -0.02634567202766541
165 -0.026554938864373445 -0.026559632857605098 -0.02644463759170046 -0.026315105269654505
166 -0.026530974417160527 -0.026611651459510024 -0.026434232895932195 -0.02625012400190965
167 -0.026559758679121366 -0.026571080295805967 -0.026475448963020343 -0.02630456013297038
168 -0.0265807556264944 -0.026558207527451996 -0.026456142753819946 -0.026265273767343767
169 -0.02657219504785945 -0.02652846433859393 -0.026448728909472054 -0.02627004842491011
170 -0.026550008424728412 -0.026592645542226664 -0.026529465144663547 -0.02628067578697521
171 -0.02657162688413696 -0.0265839191227794 -0.02650921027561227 -0.026249641780455742
172 -0.0265837801902611 -0.026554646792487053 -0.026531051333964006 -0.02631431006749262
173 -0.02657576389052128 -0.02657750503294398 -0.02648900741871426 -0.026313564310801608
174 -0.02649222912945905 -0.026623454759323248 -0.026555986448947626 -0.026343467961386615
175 -0.026567988557000086 -0.0266299257864705 -0.02645843035192885 -0.026326725378699817
176 -0.026639017250239535 -0.026599984658125755 -0.026507404031115383 -0.02627194271977142
177 -0.026520726462116805 -0.026503999838095673 -0.026528101124330142 -0.02624048573212423
178 -0.026525742934901245 -0.026551134670478406 -0.026555487435861322 -0.026291765820223696
179 -0.026632219090815406 -0.026549815535132006 -0.026508193686666962 -0.026341111051030697
180 -0.026591841023946596 -0.026518967005146016 -0.026508367901907703 -0.02627080625034375
181 -0.02658266386476588 -0.02658397764783419 -0.026532055832089618 -0.026298573025369355
182 -0.026588891899900113 -0.026564797926869832 -0.02649803477841449 -0.02634662313878838
183 -0.02665247376790451 -0.026594432644296673 -0.026526287823931596 -0.02635686656538011
184 -0.02657252154505152 -0.02655965546694218 -0.02649599341721197 -0.02628063090626583
185 -0.026631912443824 -0.026559555364401157 -0.02650870331683391 -0.026336911797426105
186 -0.02651630527956446 -0.026558209192954388 -0.02650613489480658 -0.026322500058680975
187 -0.026579407396575615 -0.026585391148246176 -0.026486162265271968 -0.026363357980447935
188 -0.026526729507377392 -0.026573135730534103 -0.026511477205486213 -0.026380917473884664
189 -0.026556832903578506 -0.026548879178174778 -0.026473850268560792 -0.026357156701288673
190 -0.026545572934135335 -0.026592466864564852 -0.02653596724370663 -0.026354227336930627
191 -0.026602567697545966 -0.026612566606678087 -0.02651075282583247 -0.02636429857442446
192 -0.026550369035970585 -0.026572413317036237 -0.02654366845177663 -0.02633900196479786
193 -0.026572034943925262 -0.02657270588889187 -0.02649351817148366 -0.026374505851735053
194 -0.026591416280641742 -0.026550684030225688 -0.02653819618462724 -0.02634066619273753
195 -0.026558442881056164 -0.026565473327091218 -0.026533189663183535 -0.026405613604531305
196 -0.026624392468607427 -0.026609416469233767 -0.026472773501870425 -0.02637567258202765
197 -0.026638379078684576 -0.026574766274843387 -0.02649452462466818 -0.0263684130375893
198 -0.026565059812021244 -0.02662641937414112 -0.026514075485433636 -0.026350112559318264
199 -0.026606878843012615 -0.026580955299487976 -0.026495064469145506 -0.026421686846003392
200 -0.026649603793279342 -0.02658374867263524 -0.02651358591630176 -0.026366876812038753
201 -0.026604458312797806 -0.026558055750830752 -0.026541201200310758 -0.02633666262677209
202 -0.026510067976351033 -0.026574396978292187 -0.026521397512510328 -0.026369490023133796
203 -0.026613183796600787 -0.026593930029307645 -0.026508684531017138 -0.026399891042546104
204 -0.026622080122596398 -0.026556187015045602 -0.026503080572538782 -0.026373327035218865
205 -0.026608441115322266 -0.026598243779427135 -0.026554903481652438 -0.0263923583577529
206 -0.02657440788410194 -0.02660513918589823 -0.02655067451494028 -0.026379912604412328
207 -0.026655830868596988 -0.026624283260455118 -0.026566160556269702 -0.026367874523032478
208 -0.026612903535283627 -0.026578192926280733 -0.026549641872411083 -0.02637100693104585
209 -0.02662683973717144 -0.02659910947393609 -0.026495234289150807 -0.026359801110624376
210 -0.026584371261751685 -0.02659707788946889 -0.026542223536404404 -0.026460061361478326
211 -0.026601135368749126 -0.02658529616961036 -0.02652735148748707 -0.026538302132271277
212 -0.0266426972185376 -0.02657635196948226 -0.0265644724263103 -0.026486604166640837
213 -0.026625326282167298 -0.026552112391884937 -0.026564497725625805 -0.02646440255581254
214 -0.026716542819119275 -0.02659076852376195 -0.026602180645028173 -0.02641987735037429
215 -0.02664261231158306 -0.026580046618929 -0.026542996613221174 -0.026456566635529446
216 -0.026641746223002374 -0.0266244941138747 -0.026502959976119008 -0.026414844895814138
217 -0.02662602570095722 -0.026592055477466237 -0.02646944678294662 -0.026370558925597906
218 -0.026587481534700856 -0.02661851476038994 -0.02651558850412639 -0.02638968616284807
219 -0.026634598064772103 -0.02658453410740192 -0.026527988498829418 -0.02642453545874683
220 -0.026604178205252862 -0.026555618804716366 -0.026540604874143208 -0.026381647391000202
221 -0.026601162524921458 -0.026618161335966617 -0.02650532880807955 -0.026376200049540652
222 -0.026585247764996624 -0.026595211513542962 -0.026546375146580856 -0.02635671270241234
223 -0.026650532389091947 -0.026615500693961947 -0.02653405373808025 -0.026439556483361007
224 -0.026593967356894524 -0.026542269091102938 -0.0265199012689048 -0.026398779586919364
225 -0.02662143307010413 -0.026605770214546517 -0.026512519331150692 -0.026452597076796827
226 -0.026624486859247985 -0.02660193812357872 -0.026512895450718436 -0.026385744142328322
227 -0.02665026648055222 -0.02656309117010258 -0.026518462133970952 -0.02644510324017593
228 -0.026625275995143256 -0.026579829916347122 -0.026518694326249884 -0.026421872784131918
229 -0.026645723392418823 -0.026602337896128682 -0.026558645238891086 -0.026344434960159015
230 -0.026627158407901617 -0.026600304263844323 -0.026533652203535135 -0.026452803494354818
231 -0.026628190192920464 -0.026608566798615875 -0.026500426418008222 -0.026414254159412315
232 -0.02657244110564961 -0.026667675095157252 -0.026534728295759327 -0.026446258261867313
233 -0.026609664896116086 -0.02661402343536763 -0.0265487271155623 -0.026395108933330344
234 -0.0266414041609204 -0.026556149050132396 -0.026551994107618455 -0.026371992705781402
235 -0.026653280444778733 -0.026574948707466406 -0.026566642674448485 -0.026411576430603014
236 -0.026584571745894427 -0.026567674007295733 -0.02654284846499486 -0.026433646091272814
237 -0.026645610335898073 -0.026627769298474213 -0.026538964325090224 -0.026446039676483235
238 -0.02668205169877353 -0.0266292448126653 -0.026531537047651595 -0.0264555201494491
239 -0.026613616684359416 -0.026560600639222155 -0.0265689821009704 -0.02642249531342407
240 -0.026678436425609135 -0.026579497461393226 -0.02656033654262173 -0.02641143068485441
241 -0.026660406870132294 -0.026627375411277215 -0.026566683028473176 -0.026425304943328898
242 -0.026640518159704238 -0.026554237510507474 -0.02655783040960019 -0.026423073140694305
243 -0.02666569451685595 -0.026567615287954933 -0.02658666614859001 -0.026379537035005868
244 -0.02663849136005715 -0.026557306296803085 -0.02657952203492615 -0.02635554559750023
245 -0.026598271125612277 -0.0265741508325779 -0.02652333588105337 -0.026461055598975682
246 -0.026633400620783676 -0.02661125800128457 -0.02654325886571432 -0.02642110921960622
247 -0.02660149929826902 -0.026631432777422172 -0.02654329505673671 -0.026376570634471304
248 -0.0266365641971224 -0.02660126221741729 -0.02656888390497208 -0.026218568084530075
249 -0.026684776865186843 -0.026560862183661185 -0.02651597035628596 -0.026467024068073847
250 -0.02668719455598117 -0.026576684628245802 -0.02657600232359033 -0.026536209166345016
251 -0.0266620032127496 -0.026636116012254962 -0.02651821799543611 -0.02643052717857987
252 -0.026630984687790987 -0.026591450429893096 -0.02657052852004041 -0.02643343313688893
253 -0.026641539321011622 -0.026576733547047815 -0.02656434836349593 -0.026406836513077445
254 -0.026694040574075387 -0.02656563039579504 -0.026570610040469466 -0.026472946633645314
255 -0.02662762722665832 -0.026631620767331245 -0.026569575755981154 -0.02639852149072526
256 -0.026660956057449517 -0.026644062676090742 -0.026499220597455037 -0.026468295425362144
257 -0.026573366389461648 -0.02662804642758812 -0.02658744991458677 -0.026389399800938337
258 -0.026633850539357164 -0.026557240114996383 -0.026554497380019425 -0.02639351724877896
259 -0.02665544422920725 -0.02661800595084668 -0.026566380571640222 -0.02640142536632726
260 -0.0266956595001782 -0.026632161427642638 -0.026536710350381094 -0.026387970492004566
261 -0.026672351041447346 -0.026583706472162877 -0.026564517850998455 -0.026436836538606148
262 -0.026664070992805308 -0.026601318918367003 -0.02656199673219939 -0.026414867731954797
263 -0.02663042653212939 -0.026631845176304347 -0.02659273268682144 -0.026434414515607893
264 -0.026627366712298175 -0.026616470389175324 -0.026603848299268647 -0.02641030076472585
265 -0.026591986922026935 -0.026635464035328817 -0.026623810290202356 -0.026416570891903635
266 -0.026626132622691877 -0.026585882528706518 -0.026604488347428148 -0.02644016282823465
267 -0.026620431490271122 -0.02661286798064981 -0.026545083429095714 -0.02647276911140567
268 -0.026665863356350634 -0.026590797384740794 -0.026520205955122635 -0.026423238946991574
269 -0.026738485797957526 -0.02659057262481695 -0.026571655669354887 -0.026388237289317024
270 -0.026625514972191303 -0.026605320482049655 -0.026545414307679843 -0.026400828463898008
271 -0.026618341248044495 -0.026590068543349606 -0.026539223594302108 -0.026401008783266268
272 -0.02659210125770535 -0.026570023658905036 -0.026577100855531718 -0.026417717534553343
273 -0.02667621540423715 -0.026573656409788406 -0.026519121922464636 -0.02643747225251161
274 -0.026633261202271857 -0.02656545339289164 -0.02655347272845524 -0.026401436667905728
275 -0.02661757881868311 -0.02661249821525177 -0.026578225987030985 -0.02635850435899887
276 -0.02666108005759025 -0.02661865509294145 -0.026578190530194654 -0.026445330578284344
277 -0.026691227047809633 -0.026604828632630452 -0.026535652237848158 -0.02630734747447108
278 -0.02663135759376443 -0.02658829147682125 -0.02657420265589913 -0.026496303178223043
279 -0.026668790704637124 -0.026613533865551788 -0.02654544921356054 -0.026517940666340552
280 -0.02664637873263028 -0.026587394615365113 -0.026558216561447367 -0.026489517311164237
281 -0.026641566195433983 -0.026587882181667438 -0.026574180060727585 -0.02646020441885402
282 -0.0266663011622247 -0.026584684549550076 -0.026552702941795334 -0.026501739329774145
283 -0.026655652681292382 -0.026603518099166692 -0.026553879329774377 -0.02643341767562886
284 -0.026684649292540306 -0.026581448955968263 -0.02656503075719337 -0.026536548358774725
285 -0.026657114326880435 -0.026583486430041853 -0.02654338085252825 -0.026500948777799727
286 -0.026664460915004344 -0.026607537631484768 -0.026575972313998615 -0.026396580303572448
287 -0.02667440207446186 -0.026632715603291626 -0.026566753101758347 -0.026418571609907595
288 -0.02666203530605084 -0.026641964272597303 -0.026562052770623203 -0.02640636181645092
289 -0.02673136424041174 -0.026573093840983587 -0.02653372868356245 -0.02639247910791799
290 -0.02666989336279903 -0.0266034518969009 -0.026514920561546456 -0.026440157066009513
291 -0.026654173731116344 -0.02662310345302543 -0.02655202062358016 -0.026440471550164726
292 -0.026680069547441083 -0.02661295611854955 -0.026573520342550457 -0.026509755288844063
293 -0.02666543501485207 -0.026591069128969608 -0.026593809754556948 -0.026403324950776394
294 -0.026688689254305578 -0.026597364390888906 -0.026543121180811403 -0.026453677988369475
295 -0.026690045414564944 -0.02657502944489229 -0.026579769859719802 -0.026439335181800652
296 -0.02662067246523049 -0.026559487008566786 -0.026554597199802486 -0.026473953168132027
297 -0.026654958787605477 -0.026599890683814343 -0.0265650124862787 -0.02642635027741071
298 -0.026677267311020512 -0.026616263843327312 -0.02652846638572276 -0.026459620566395944
299 -0.026658497053608364 -0.026608316945720363 -0.0265552320529726 -0.02645926154596224
300 -0.026687848466659378 -0.026607386292122594 -0.02654788479200121 -0.026485513738673416
301 -0.026709927769981316 -0.026600095746134946 -0.026595230443075362 -0.026442286953768303
302 -0.02665615251558863 -0.02659348983555575 -0.026565091534486773 -0.02647127379193828
303 -0.026676157277483223 -0.0266262425601734 -0.02654316935619299 -0.026391721425296333
304 -0.02667964587836238 -0.026597363637901973 -0.02659047181483136 -0.02643651414740208
305 -0.026693888942663425 -0.02654559608045622 -0.026537210013987938 -0.026494771155334686
306 -0.0266621779652325 -0.02656386090298798 -0.02659315058209987 -0.02644084927188676
307 -0.026617717313225233 -0.02659388890977953 -0.02658554045895715 -0.026468131872983514
308 -0.02665698752756564 -0.02663248165491639 -0.026592516911603824 -0.026504864291103682
309 -0.02670213187911271 -0.026561682323970673 -0.026553110701117346 -0.026450203722055306
310 -0.026640042002524775 -0.02660236922919349 -0.026539981548174947 -0.026404178100669924
311 -0.026649361590120525 -0.026588039435109345 -0.02658132915974318 -0.026437837905577844
312 -0.026669392555346446 -0.02661091950933794 -0.026542102942049117 -0.026443624985953842
313 -0.026674988547790088 -0.02660029710271017 -0.026599718263130148 -0.026508653996688072
314 -0.02664121366877693 -0.02659012275027649 -0.026572011100580266 -0.026413859228226273
315 -0.026649687005590204 -0.026595897772941725 -0.026577381651777122 -0.026536707528641835
316 -0.026648997080920254 -0.026626541705521513 -0.02656986955515976 -0.026537078753288125
317 -0.02663184087396857 -0.026572851235371033 -0.026561583210641355 -0.026483646071360473
318 -0.0266055876455191 -0.02663885113594566 -0.026554430074363835 -0.026494178506371424
319 -0.02668060227564564 -0.02658726597786905 -0.026584564850982775 -0.026502497075845968
320 -0.026695249666849726 -0.02661244013318559 -0.02657352600349899 -0.02646572006141451
321 -0.026628211013645608 -0.026596286694525007 -0.026594511365985913 -0.02645881152185139
322 -0.026629328778145608 -0.026594216407243562 -0.026587555369573215 -0.026448517347398365
323 -0.026701931179886864 -0.026626902946355363 -0.02659348209360389 -0.026479091585561332
324 -0.02667180822800684 -0.026624057681636806 -0.02657864749260794 -0.026473357165362855
325 -0.026632951502520878 -0.026647295718583132 -0.026549797478196153 -0.02643599692013783
326 -0.026696481840444385 -0.02660426069824552 -0.02655500927650241 -0.026503895313542126
327 -0.026644983960025254 -0.026625297044173393 -0.026573689190402167 -0.026488193839240833
328 -0.026709242762126984 -0.026570091767449962 -0.02656252566496181 -0.02647919405150816
329 -0.02669302938985266 -0.026603014997951147 -0.026584920787000095 -0.026463969602915922
330 -0.026695484318895752 -0.026578992984508887 -0.026572083370744008 -0.026561661430969292
331 -0.026633162902805232 -0.026612688039828816 -0.026551106770743613 -0.026457786335621417
